"","IDs","treatment","groupId","playerId","winner_game","winner_training","feelings","fair","most_important","least_important","random","gender","age","religion","race","inc","pol","educ","time","profile","rounds","hand_1","hand_2","hand_3","hand_4","hand_5","hand_6","hand_7","hand_8","hand_9","winner_1","winner_2","winner_3","winner_4","winner_5","winner_6","winner_7","winner_8","winner_9"
"15",377859899,"RE2",1,1,"False","False","angry","Unfair","luck","talent",1,"Male",38,"none","white","$75,000+",6,"Some College",20.1127633651,1,7,79,101,96,107,62,77,63,NA,NA,"True","True","True","False","False","False","False}",NA,NA
"16",436080761,"PR2",3,2,"False","False","sad","Unfair","rules","luck",1,"Female",46,"none","white","$75,000+",6,"College Degree",18.8739715338,1,7,64,101,62,92,79,102,69,NA,NA,"False","True","False","True","False","True","False",NA,NA
"17",575254049,"PR2",3,1,"True","True","happy","Unfair","luck","talent",1,"Female",39,"protestant","white","$0-$25,000",8,"College Degree",19.7175319314,1,7,70,63,107,71,103,58,102,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"18",382357525,"RA1",3,1,"False","True","angry","Unfair","luck","rules",1,"Male",30,"none","white","$50,000-$75,000",1,"College Degree",19.5963019013,1,7,91,68,74,78,66,88,62,NA,NA,"True","False","True","False","False","True","False",NA,NA
"19",136654062,"RA1",3,2,"True","False","happy","Fair","talent","luck",1,"Female",38,"catholic","white","$25,000-$50,000",6,"College Degree",20.8742391189,1,7,70,83,80,96,89,75,95,NA,NA,"False","True","False","True","True","False","True}",NA,NA
"20",96372395,"PR2",4,1,"True","True","happy","Fair","rules","talent",1,"Female",34,"other","white","$0-$25,000",6,"High School",18.0841608961,1,7,82,51,99,48,95,54,95,NA,NA,"True","False","True","False","True","False","True",NA,NA
"21",31071184,"PR2",4,2,"False","True","sad","Unfair","luck","talent",1,"Female",38,"catholic","white","$75,000+",4,"Graduate/Professional Degree",17.4611871322,1,7,70,102,55,90,64,92,82,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"22",774415856,"RE1",2,1,"False","True","happy","Fair","talent","luck",1,"Female",29,"none","white","$25,000-$50,000",3,"College Degree",22.3931161682,1,7,64,60,58,66,77,77,89,NA,NA,"False","False","False","False","False","True","True}",NA,NA
"23",451300435,"RE1",2,2,"True","False","happy","Fair","luck","talent",1,"Male",75,"protestant","white","$0-$25,000",4,"Some College",21.3929691354,1,7,83,99,93,79,94,73,70,NA,NA,"True","True","True","True","True","False","False",NA,NA
"24",96757363,"PR1",3,2,"False","False","angry","Unfair","luck","talent",1,"Male",23,"none","latino","$50,000-$75,000",1,"College Degree",23.1550435662,1,7,64,90,82,102,58,103,69,NA,NA,"False","False","False","True","False","True","False}",NA,NA
"25",82526121,"PR1",3,1,"True","True","happy","Fair","luck","rules",1,"Female",40,"protestant","white","$75,000+",8,"College Degree",23.5794556499,1,7,85,84,72,63,93,72,103,NA,NA,"True","True","True","False","True","False","True",NA,NA
"26",369459038,"RA1",5,1,"False","True","sad","Fair","luck","rules",1,"Female",61,"other","white","$25,000-$50,000",5,"High School",20.5673125863,1,7,84,90,84,88,90,70,69,NA,NA,"True","True","False","False","False","False","False}",NA,NA
"27",942713864,"RA1",6,2,"False","False","sad","Fair","luck","talent",1,"Female",60,"catholic","white","$50,000-$75,000",4,"Graduate/Professional Degree",19.7529451847,1,7,70,79,82,90,86,80,91,NA,NA,"True","False","False","True","False","False","False",NA,NA
"28",834794372,"RA1",5,2,"True","False","happy","Fair","talent","rules",1,"Female",34,"protestant","white","$0-$25,000",6,"College Degree",21.1538777828,1,7,54,83,101,88,101,100,86,NA,NA,"False","False","True","True","True","True","True",NA,NA
"29",588877508,"PR1",4,1,"False","False","angry","Unfair","luck","talent",1,"Male",34,"none","white","$0-$25,000",2,"College Degree",22.5797499498,1,7,84,74,104,69,92,63,76,NA,NA,"True","False","True","False","True","False","False}",NA,NA
"30",383341399,"PR2",6,1,"True","True","happy","Fair","rules","talent",1,"Female",30,"other","white","$75,000+",6,"College Degree",15.6304639181,1,7,61,74,89,68,86,73,106,NA,NA,"True","False","True","False","True","False","True",NA,NA
"31",870871591,"PR1",4,2,"True","True","happy","Unfair","luck","talent",1,"Male",24,"none","white","$0-$25,000",5,"Some College",21.7511262655,1,7,58,115,65,107,69,80,91,NA,NA,"False","True","False","True","False","True","True",NA,NA
"32",794661426,"RE2",1,2,"True","True","happy","Unfair","luck","talent",1,"Male",23,"none","asian","$0-$25,000",2,"College Degree",17.9649083018,1,6,76,66,NA,67,92,98,86,NA,NA,"False","False",NA,"True","True","True","True",NA,NA
"33",52828352,"PR2",6,2,"False","True","indifferent","Unfair","luck","talent",1,"Female",33,"other","white","$0-$25,000",9,"College Degree",21.7581914028,1,7,72,86,66,98,58,112,70,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"34",323206725,"RA2",7,1,"False","True","sad","Fair","luck","rules",1,"Female",46,"protestant","white","$25,000-$50,000",6,"Some College",18.1656411846,1,7,83,88,93,85,83,78,89,NA,NA,"False","False","True","False","True","False","True}",NA,NA
"35",126159485,"RE2",3,2,"True","False","happy","Unfair","luck","rules",1,"Male",38,"other","white","$0-$25,000",3,"College Degree",17.2755147974,1,7,69,98,100,74,87,101,100,NA,NA,"True","True","True","True","True","True","True",NA,NA
"36",738568527,"RE2",3,1,"False","False","angry","Unfair","luck","talent",1,"Female",39,"none","white","$25,000-$50,000",5,"Some College",20.7796735168,1,7,57,49,65,48,67,63,67,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"37",289304025,"RA2",7,2,"True","True","happy","Fair","luck","rules",1,"Male",33,"catholic","white","$50,000-$75,000",4,"College Degree",16.6262902339,1,7,85,91,86,88,73,86,72,NA,NA,"True","True","False","True","False","True","False",NA,NA
"38",14467814,"RA1",6,1,"True","True","happy","Fair","talent","luck",1,"Male",20,"none","white","$50,000-$75,000",1,"Some College",18.2119609316,1,6,82,100,NA,71,85,79,80,NA,NA,"False","True",NA,"False","True","True","True}",NA,NA
"39",253455595,"RA2",6,1,"True","False","happy","Fair","talent","rules",1,"Male",35,"protestant","white","$75,000+",4,"College Degree",19.4838623325,1,6,67,71,97,78,92,85,NA,NA,NA,"True","False","True","False","True","True",NA,NA,NA
"40",147353377,"RA2",6,2,"False","True","sad","Fair","talent","luck",1,"Male",34,"none","latino","$0-$25,000",1,"College Degree",20.0712643186,1,6,75,93,75,85,70,60,NA,NA,NA,"False","True","False","True","False","False",NA,NA,NA
"41",115796783,"RE1",6,1,"True","True","happy","Unfair","rules","luck",1,"Female",37,"protestant","latino","$50,000-$75,000",5,"Some College",18.1127166152,1,7,88,98,93,102,93,76,91,NA,NA,"True","True","True","True","True","True","True",NA,NA
"42",738899033,"RA1",9,2,"True","False","happy","Fair","luck","talent",1,"Female",34,"protestant","white","$50,000-$75,000",6,"College Degree",23.7081182837,1,7,70,96,76,87,80,72,94,NA,NA,"False","True","False","True","True","False","True",NA,NA
"43",331042729,"RA1",9,1,"False","True","happy","Fair","luck","rules",1,"Male",35,"catholic","white","$25,000-$50,000",3,"Some College",22.7576349815,1,7,91,82,92,80,83,89,63,NA,NA,"True","False","True","False","False","True","False}",NA,NA
"44",514426632,"RE1",4,2,"False","False","sad","Fair","rules","luck",1,"Female",26,"other","white","$25,000-$50,000",9,"Some College",23.4977691332,1,7,76,82,121,80,70,54,60,NA,NA,"False","True","True","False","False","False","False}",NA,NA
"45",586766488,"RE1",6,2,"False","True","sad","Unfair","luck","talent",1,"Male",64,"none","white","$25,000-$50,000",5,"Graduate/Professional Degree",22.8561883489,1,7,75,56,51,67,57,68,79,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"46",619985170,"PR2",7,1,"True","True","happy","Unfair","rules","talent",1,"Male",40,"none","white","$0-$25,000",6,"High School",22.8754656156,1,7,80,63,96,61,84,81,106,NA,NA,"True","False","True","False","True","False","True",NA,NA
"47",390889856,"PR1",6,1,"False","True","happy","Fair","luck","rules",1,"Male",31,"none","white","$25,000-$50,000",2,"High School",17.7041465163,1,7,64,65,73,96,65,107,51,NA,NA,"True","False","False","True","False","True","False",NA,NA
"48",400524617,"PR1",6,2,"True","False","happy","Fair","luck","rules",1,"Male",38,"protestant","white","$0-$25,000",9,"College Degree",23.1948525349,1,7,83,87,91,65,74,63,84,NA,NA,"False","True","True","False","True","False","True",NA,NA
"49",389285429,"RE1",4,1,"True","True","happy","Fair","luck","talent",1,"Female",36,"none","white","$25,000-$50,000",5,"High School",22.2073727647,1,7,84,83,66,86,93,93,89,NA,NA,"True","False","False","True","True","True","True",NA,NA
"50",227369682,"PR2",7,2,"False","True","indifferent","Fair","luck","rules",1,"Female",39,"catholic","asian","$75,000+",5,"College Degree",23.7689178189,1,7,74,96,61,92,69,107,72,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"51",170048165,"RE1",5,1,"True","False","happy","Fair","talent","luck",1,"Female",43,"protestant","white","$50,000-$75,000",9,"High School",25.1462483009,1,7,89,99,96,87,76,74,66,NA,NA,"True","True","True","True","False","False","False",NA,NA
"52",683809453,"RE2",4,2,"False","False","sad","Unfair","rules","talent",1,"Female",51,"catholic","white","$50,000-$75,000",3,"College Degree",24.6208104332,1,7,73,62,57,62,57,62,NA,NA,68,"False","False","False","False",NA,NA,NA,NA,"False"
"53",754515475,"RE2",4,1,"True","False","indifferent","Unfair","luck","rules",1,"Male",27,"none","white","$25,000-$50,000",5,"Some College",23.0114561001,1,7,62,101,95,95,116,92,NA,NA,108,"True","True","True","True","True","True",NA,NA,"True"
"54",776475662,"RA2",10,1,"True","False","happy","Fair","luck","rules",1,"Male",38,"catholic","white","$0-$25,000",3,"High School",20.8112825672,1,7,72,56,91,79,69,74,74,NA,NA,"False","False","True","True","False","True","True}",NA,NA
"55",849946398,"PR2",9,1,"True","False","happy","Unfair","rules","luck",1,"Female",30,"other","white","$25,000-$50,000",1,"Some College",16.4431469321,1,7,80,46,93,70,90,57,105,NA,NA,"True","False","True","False","True","False","True",NA,NA
"56",353359056,"PR2",9,2,"False","True","sad","Unfair","luck","rules",1,"Female",31,"protestant","white","$25,000-$50,000",6,"College Degree",17.0907179515,1,7,66,82,65,103,53,111,62,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"57",402553086,"RE1",5,2,"False","True","sad","Unfair","luck","talent",1,"Female",59,"catholic","white","$0-$25,000",6,"High School",25.6533742984,1,7,59,65,66,69,92,91,100,NA,NA,"False","False","False","False","True","True","True",NA,NA
"58",888522509,"RA2",5,2,"True","False","happy","Fair","luck","talent",1,"Male",30,"none","white","$75,000+",4,"College Degree",25.3454854965,1,6,90,93,83,74,84,92,NA,NA,NA,"True","True","False","False","True","True",NA,NA,NA
"59",196191156,"PR1",5,1,"False","False","indifferent","Fair","luck","talent",1,"Female",23,"none","white","$50,000-$75,000",2,"High School",34.0413596988,1,7,70,93,66,110,64,93,71,NA,NA,"False","True","False","True","False","True","False",NA,NA
"60",300665737,"RA2",5,1,"False","False","indifferent","Unfair","rules","talent",1,"Female",30,"none","white","$75,000+",4,"College Degree",22.6779375315,1,6,64,78,82,79,79,66,NA,NA,NA,"False","False","True",NA,"False",NA,NA,NA,NA
"61",320393640,"RE2",5,2,"False","True","angry","Unfair","rules","luck",1,"Female",32,"other","white","$50,000-$75,000",1,"Some College",22.1016319831,1,7,68,47,75,52,76,81,69,NA,NA,"False","False","False","False","False","False","False",NA,NA
"62",958749201,"RE2",5,1,"True","True","happy","Fair","rules","talent",1,"Female",34,"catholic","white","$75,000+",3,"College Degree",24.3423796018,1,7,67,87,109,101,85,78,109,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"63",413936244,"PR2",8,1,"True","False","happy","Fair","rules","luck",1,"Female",31,"protestant","white","$0-$25,000",1,"College Degree",26.3918872833,1,7,53,69,109,63,98,54,84,NA,NA,"True","False","True","False","True","False","True",NA,NA
"64",297742464,"PR2",8,2,"False","False","angry","Unfair","rules","luck",1,"Female",59,"catholic","white","$50,000-$75,000",7,"Some College",27.2402594487,1,7,55,96,51,99,78,104,55,NA,NA,"False","True","False","True","False","True","False",NA,NA
"65",961347482,"RA1",7,2,"False","False","sad","Unfair","luck","talent",1,"Male",30,"none","white","$50,000-$75,000",5,"College Degree",27.5964855353,1,7,68,100,93,82,84,74,82,NA,NA,"True","False","True","False","False","False","True",NA,NA
"66",147943445,"RA1",7,1,"True","False","happy","Fair","luck","talent",1,"Male",30,"none","white","$75,000+",2,"College Degree",29.3039776524,1,7,54,94,73,92,89,98,82,NA,NA,"False","True","False","True","True","True","False}",NA,NA
"67",110505111,"RA1",11,2,"False","True","sad","Unfair","rules","luck",1,"Male",37,"none","white","$50,000-$75,000",4,"Some College",18.441428117,1,7,80,65,80,55,63,74,62,NA,NA,"True","False","False","True","False","False","False",NA,NA
"68",206233925,"RA1",11,1,"True","False","happy","Fair","talent","rules",1,"Male",38,"none","white","$25,000-$50,000",8,"College Degree",20.2768878818,1,7,86,95,84,85,108,85,68,NA,NA,"False","True","True","False","True","True","True}",NA,NA
"69",350359074,"RA2",10,2,"False","False","angry","Unfair","rules","talent",1,"Female",34,"catholic","white","$0-$25,000",5,"High School",17.937595284,1,6,88,NA,83,80,91,84,75,NA,NA,"True",NA,"False","False","True","False","False",NA,NA
"70",18147863,"RA2",9,1,"True","True","happy","Fair","luck","rules",1,"Female",53,"protestant","white","$25,000-$50,000",2,"College Degree",27.7841050347,1,7,66,76,89,97,81,92,90,NA,NA,"False","True","True","True","False","True","False}",NA,NA
"71",272224415,"RA2",12,2,"False","False","angry","Unfair","luck","talent",1,"Female",29,"protestant","white","$25,000-$50,000",5,"Some College",15.7064822992,1,7,78,97,96,53,72,75,92,NA,NA,"False","True","True","False","False","False","True",NA,NA
"72",482505292,"RA2",12,1,"True","True","happy","Fair","talent","luck",1,"Female",26,"none","white","$0-$25,000",2,"Some College",15.5573267817,1,7,99,81,82,65,76,77,85,NA,NA,"True","False","False","True","True","True","False}",NA,NA
"73",574210586,"PR1",9,1,"False","False","sad","Unfair","luck","talent",1,"Male",30,"none","white","$0-$25,000",2,"College Degree",23.8860031327,1,7,54,81,99,69,102,80,67,NA,NA,"False","False","True","False","True","True","False}",NA,NA
"74",16350948,"RA2",8,1,"False","False","angry","Unfair","luck","talent",1,"Female",23,"none","white","$25,000-$50,000",5,"High School",24.0965018511,1,7,62,65,82,81,63,78,76,NA,NA,"False","False","False","False","False","False","False",NA,NA
"75",287072892,"RA1",17,2,"False","False","angry","Unfair","rules","luck",1,"Male",40,"none","white","$0-$25,000",1,"High School",27.971692582,1,7,68,72,94,67,88,90,79,NA,NA,"False","False","True","False","False","True","False",NA,NA
"76",246796503,"RA2",8,2,"True","True","happy","Fair","rules","luck",1,"Female",34,"protestant","white","$25,000-$50,000",7,"High School",21.0809830507,1,7,64,89,80,95,78,75,94,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"77",775205437,"RA2",9,2,"False","False","indifferent","Unfair","luck","talent",1,"Male",58,"none","white","$0-$25,000",2,"College Degree",25.9883143981,1,7,75,75,69,70,89,68,94,NA,NA,"True","False","False","False","True","False","True",NA,NA
"78",806124650,"PR1",9,2,"True","True","happy","Fair","luck","talent",1,"Female",39,"none","white","$25,000-$50,000",4,"High School",27.7559013168,1,7,74,76,51,101,73,79,90,NA,NA,"True","True","False","True","False","False","True",NA,NA
"79",138173736,"PR2",11,1,"True","True","happy","Fair","luck","talent",1,"Female",35,"none","white","$25,000-$50,000",9,"Graduate/Professional Degree",17.7343694647,1,7,77,59,92,73,109,58,118,NA,NA,"True","False","True","False","True","False","True",NA,NA
"80",44259426,"PR2",11,2,"False","True","angry","Unfair","rules","luck",1,"Female",28,"protestant","white","$75,000+",9,"College Degree",17.6938302477,1,7,68,102,63,102,66,93,59,NA,NA,"False","True","False","True","False","True","False}",NA,NA
"81",810204569,"PR1",8,2,"False","False","indifferent","Unfair","rules","luck",1,"Female",61,"catholic","white","$50,000-$75,000",2,"College Degree",29.598468713,1,7,83,85,77,103,84,93,73,NA,NA,"False","True","False","True","False","True","False",NA,NA
"82",570664040,"PR1",8,1,"True","True","happy","Unfair","rules","luck",1,"Male",37,"protestant","white","$50,000-$75,000",9,"Graduate/Professional Degree",23.4498931805,1,7,64,59,107,59,78,80,91,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"83",515033211,"PR1",5,2,"True","True","happy","Fair","luck","talent",1,"Female",41,"protestant","white","$50,000-$75,000",6,"College Degree",36.6979718685,1,7,70,65,93,61,77,70,85,NA,NA,"True","False","True","False","True","False","True",NA,NA
"84",326977095,"RA2",13,1,"False","False","indifferent","Fair","luck","talent",1,"Female",29,"none","black","$0-$25,000",5,"Some College",22.511980931,1,7,76,97,70,78,98,70,88,NA,NA,"False","True","False","False","True","False","True",NA,NA
"85",93738180,"RA2",13,2,"True","True","happy","Fair","luck","talent",1,"Female",22,"protestant","white","$50,000-$75,000",5,"Some College",21.4668736657,1,7,83,79,85,93,73,83,84,NA,NA,"True","False","True","True","False","True","False",NA,NA
"86",832543379,"RE1",10,2,"False","False","angry","Unfair","luck","rules",1,"Female",36,"none","white","$25,000-$50,000",5,"College Degree",26.4065931002,1,7,90,62,62,65,86,76,78,NA,NA,"False","False","False","False","False","False","False}",NA,NA
"87",834700919,"RE1",10,1,"True","True","happy","Fair","talent","rules",1,"Female",43,"none","white","$50,000-$75,000",8,"College Degree",26.47904435,1,7,74,103,104,84,94,88,92,NA,NA,"True","True","True","True","True","True","True",NA,NA
"88",930153062,"PR1",13,1,"False","False","indifferent","Unfair","luck","talent",1,"Female",26,"none","white","$25,000-$50,000",3,"High School",17.6471830686,1,7,56,83,68,81,59,87,65,NA,NA,"False","True","False","True","False","True","False",NA,NA
"89",923496865,"PR1",10,1,"False","False","indifferent","Unfair","luck","talent",1,"Female",25,"none","white","$50,000-$75,000",4,"Some College",24.122314016,1,7,76,92,51,93,53,99,80,NA,NA,"False","True","False","True","False","True","False",NA,NA
"90",520712271,"PR1",10,2,"True","True","happy","Fair","luck","talent",1,"Male",62,"protestant","white","$75,000+",2,"Graduate/Professional Degree",27.0653638005,1,7,69,61,116,61,100,87,99,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"91",728385685,"RE1",3,2,"True","False","happy","Fair","talent","luck",1,"Female",43,"none","white","$0-$25,000",3,"Some College",28.0534149369,1,7,86,75,107,84,97,89,108,NA,NA,"True","True","True","True","True","True","True}",NA,NA
"92",706731575,"RE1",3,1,"False","False","sad","Unfair","luck","talent",1,"Female",49,"none","white","$75,000+",1,"College Degree",28.0995872021,1,7,69,76,49,64,61,76,48,NA,NA,"False","False","False","False","False","False","False",NA,NA
"93",948922433,"PR1",13,2,"True","True","happy","Fair","luck","talent",1,"Male",33,"none","white","$0-$25,000",2,"College Degree",19.5827069004,1,7,77,58,81,63,87,50,98,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"94",762768736,"RA2",15,1,"True","False","happy","Unfair","luck","talent",1,"Female",38,"protestant","white","$75,000+",6,"College Degree",18.7818305135,1,7,79,85,88,66,79,91,96,NA,NA,"True","True","False","False","True","True","True}",NA,NA
"95",43118699,"RA2",15,2,"False","False","angry","Unfair","rules","talent",1,"Male",62,"other","white","$0-$25,000",2,"College Degree",23.4391401807,1,7,48,73,91,101,73,75,76,NA,NA,"False","False","True","True","False","False","False",NA,NA
"96",523799638,"PR2",10,1,"True","False","happy","Fair","luck","talent",1,"Male",61,"protestant","white","$50,000-$75,000",2,"College Degree",22.4139961998,1,7,64,82,92,35,94,70,NA,NA,93,"True","False","True","False","True","False",NA,NA,"True"
"97",374287650,"RE1",13,2,"False","True","angry","Unfair","luck","talent",1,"Male",38,"protestant","white","$75,000+",6,"Graduate/Professional Degree",18.2254920324,1,7,56,77,109,89,67,75,90,NA,NA,"False","True","True","False","False","False","False}",NA,NA
"98",877586223,"RE1",13,1,"True","False","happy","Fair","talent","luck",1,"Male",34,"none","latino","$75,000+",3,"Graduate/Professional Degree",23.7859641671,1,7,95,84,57,81,87,95,98,NA,NA,"True","False","False","True","True","True","True",NA,NA
"99",358208471,"PR2",12,2,"False","False","angry","Unfair","rules","luck",1,"Female",54,"lutheran","white","$50,000-$75,000",3,"High School",22.8085250974,1,7,78,106,62,113,56,95,57,NA,NA,"False","True","False","True","False","True","False",NA,NA
"100",519459922,"PR2",12,1,"True","True","happy","Fair","rules","luck",1,"Male",47,"protestant",NA,"$75,000+",5,"College Degree",20.543186597,1,7,70,81,87,64,107,51,116,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"101",759561672,"RE1",11,1,"True","False","happy","Fair","talent","luck",1,"Male",32,"other","black","$25,000-$50,000",2,"Some College",28.5999738971,1,7,91,72,112,115,84,104,86,NA,NA,"False","True","True","True","True","True","True}",NA,NA
"102",373993165,"RE1",11,2,"False","False","sad","Unfair","rules","luck",1,"Female",32,"none","white","$75,000+",2,"College Degree",29.2665915529,1,7,83,86,62,68,73,68,82,NA,NA,"True","False","False","False","False","False","False",NA,NA
"103",255486702,"PR1",12,2,"False","True","angry","Unfair","luck","talent",1,"Male",27,"catholic","white","$25,000-$50,000",5,"College Degree",22.2709855159,1,7,55,85,75,109,78,81,85,NA,NA,"False","True","False","True","False","True","False",NA,NA
"104",750209582,"PR1",12,1,"True","True","happy","Fair","luck","talent",1,"Male",34,"none","white","$25,000-$50,000",8,"Some College",23.4025826017,1,7,87,66,90,67,84,65,109,NA,NA,"True","False","True","False","True","False","True}",NA,NA
"105",945753451,"RA2",14,1,"True","True","happy","Unfair","luck","rules",1,"Male",35,"none","asian","$50,000-$75,000",4,"Some College",25.7514375806,1,7,71,95,58,84,90,86,94,NA,NA,"True","True","False","True","True","True","True}",NA,NA
"106",548506676,"RE2",2,2,"True","True","happy","Fair","luck","rules",1,"Female",50,"protestant","white","$25,000-$50,000",4,"High School",32.1511792501,1,6,79,88,104,105,94,87,NA,NA,NA,"True","True","True","True","True","True",NA,NA,NA
"107",839927916,"RA2",14,2,"False","True","sad","Unfair","luck","talent",1,"Female",47,"catholic","white","$50,000-$75,000",4,"College Degree",26.7680722316,1,7,71,72,93,99,70,69,90,NA,NA,"False","False","True","False","False","False","False",NA,NA
"108",497097016,"RA1",13,2,"True","True","happy","Fair","luck","rules",1,"Female",41,"none","white","$0-$25,000",1,"College Degree",22.901619184,1,7,89,85,88,88,73,87,89,NA,NA,"True","True","True","True","False","True","True",NA,NA
"109",213669996,"RA1",13,1,"False","False","angry","Unfair","luck","rules",1,"Male",27,"none","white","$25,000-$50,000",7,"High School",23.7391468843,1,7,60,89,77,68,76,69,80,NA,NA,"False","False","False","False","True","False","False}",NA,NA
"110",581209787,"PR2",10,2,"False","False","indifferent","Unfair","luck","talent",1,"Male",57,"none","white","$75,000+",8,"High School",26.3100740512,1,6,68,104,59,NA,61,102,NA,NA,81,"False","True","False",NA,NA,NA,NA,NA,"False"
"111",974883441,"RE2",2,1,"False","False","happy","Fair","luck","luck",1,"Female",28,"protestant","black","$50,000-$75,000",1,"Graduate/Professional Degree",33.8861434023,1,6,83,59,74,74,58,78,NA,NA,NA,"False","False","False",NA,NA,"False",NA,NA,NA
"112",621091529,"PR1",11,1,"True","False","happy","Unfair","luck","talent",1,"Male",34,"none","white","$0-$25,000",1,"College Degree",24.3035846829,1,6,71,104,72,72,90,NA,96,NA,NA,"False","True","True","False","True",NA,"True",NA,NA
"113",638461958,"PR1",11,2,"False","False","indifferent","Fair","talent","luck",1,"Female",32,"protestant","white","$25,000-$50,000",6,"Some College",22.3478972157,1,7,74,74,81,84,74,102,84,NA,NA,"True","False","False","True","False","True","False}",NA,NA
"114",445219144,"PR2",13,1,"True","True","happy","Fair","luck","talent",1,"Male",28,"catholic","white","$50,000-$75,000",8,"College Degree",22.7609204491,1,7,89,57,100,58,65,110,56,NA,NA,"True","False","True","True","False","True","False",NA,NA
"115",747253987,"PR2",13,2,"False","False","angry","Unfair","luck","talent",1,"Male",25,"protestant","asian","$75,000+",5,"College Degree",22.4424522519,1,7,68,101,68,100,97,72,92,NA,NA,"False","True","False","False","True","False","True",NA,NA
